session,location,response_location,reaction_time
1,0,0,0.449
1,0,0,0.5458
1,0,0,0.3186
1,27,27,0.9602
1,0,12,1.5346
1,0,0,0.3627
1,13,0,2.2595
1,0,0,0.3648
1,10,10,0.8869
1,0,0,0.6441
1,0,0,0.7258
1,42,0,0.503
1,0,0,0.3342
1,0,0,0.386
1,61,0,0.5195
1,0,0,0.3299
1,22,22,1.2623
1,0,0,0.3281
1,0,0,0.5717
1,4,4,0.9634
1,0,0,0.3084
1,0,0,0.3351
1,0,0,0.5662
1,0,0,0.3662
1,0,0,0.2901
1,0,0,0.9421
1,0,0,0.3201
1,46,0,0.4967
1,45,45,0.7576
1,16,0,0.5358
1,46,46,0.7669
1,0,0,0.3962
1,21,21,0.9617
1,42,0,0.6916
1,0,0,0.3125
1,42,42,0.7715
1,57,0,0.3398
1,0,0,0.3247
1,58,0,0.472
1,53,0,0.4302
1,52,52,1.018
1,17,17,0.6958
1,0,0,0.2881
1,0,0,0.4604
1,0,0,0.2879
1,0,0,0.2045
1,0,0,0.3563
1,44,0,0.5357
1,0,0,0.4684
1,60,0,0.3805
1,0,0,0.376
1,0,0,0.3686
1,1,1,0.4944
1,27,27,0.8783
1,0,0,0.3648
1,56,44,0.9935
1,0,0,0.344
1,0,0,0.2862
1,22,22,0.7138
1,0,0,0.49
1,0,46,0.7158
1,0,0,0.3678
1,0,0,0.2784
1,49,49,0.8424
1,16,16,0.704
1,19,19,0.6939
1,11,14,0.7759
1,0,0,0.2942
1,0,0,0.3221
1,0,0,0.2963
1,44,0,1.5639
1,49,49,0.6299
1,36,36,0.6778
1,57,57,0.9064
1,20,20,0.6861
1,21,21,0.7205
1,0,0,0.3368
1,3,3,0.6221
1,17,17,0.6706
1,51,0,0.4501
1,0,0,0.2964
1,0,0,0.2688
1,46,46,0.7364
1,52,52,0.8062
1,0,0,0.2726
1,0,0,0.4264
1,0,0,0.5927
1,0,0,0.3122
1,13,0,0.2667
1,0,0,0.2724
1,4,4,0.9004
1,0,0,0.1923
1,0,0,0.2188
1,44,44,0.7984
1,0,0,0.225
1,0,0,0.2106
1,24,24,0.6201
1,57,0,0.3549
1,0,0,0.2725
1,0,0,0.2711
1,48,48,0.6705
1,0,0,0.2341
1,4,4,0.7379
1,35,35,0.9441
1,60,0,0.2847
1,0,0,0.4402
1,0,0,0.3058
1,53,0,0.2636
1,0,0,0.4606
1,0,55,0.8683
1,14,0,0.2221
1,6,6,0.7566
1,61,61,1.0708
1,48,48,0.7338
1,0,0,0.2822
1,25,0,0.4042
1,0,0,0.3917
1,0,0,0.4183
1,0,0,0.3418
1,0,0,0.4441
1,34,34,0.5785
1,0,51,1.2108
1,0,0,0.3038
1,16,0,0.4504
1,0,0,0.4118
1,12,12,0.7498
1,54,54,0.9645
1,51,51,0.7624
1,14,0,0.7541
1,0,0,0.3134
1,16,16,0.8496
1,0,0,0.3347
1,0,0,0.3278
1,0,0,0.3763
1,5,5,0.9177
1,61,0,0.348
1,0,0,0.5898
1,0,0,0.7006
1,1,1,0.5275
1,55,55,0.8207
1,23,23,0.5656
1,0,52,1.0332
1,0,0,0.3757
1,4,4,0.9072
1,0,49,0.7256
1,0,0,0.5656
1,0,0,0.326
1,0,0,0.2719
1,58,0,0.4776
1,61,0,0.742
1,0,0,0.4284
1,0,0,0.5273
1,0,0,0.3374
1,28,28,1.0
1,0,0,1.1873
1,22,22,0.8484
1,5,5,0.8836
1,0,0,1.3182
1,0,0,1.0302
1,52,52,0.7919
1,0,0,0.3777
1,59,0,0.5059
1,0,0,0.4559
1,0,0,0.3498
1,46,47,1.0458
1,43,0,0.5304
1,54,54,1.0919
1,30,30,0.681
1,0,0,0.5343
1,0,0,0.2799
1,0,0,0.2901
1,10,0,0.2823
1,29,29,0.7904
1,0,0,0.2747
1,10,0,0.315
1,0,0,0.4647
1,0,0,0.665
1,0,0,0.4982
1,23,0,0.3119
1,0,0,0.6019
1,19,19,0.7385
1,0,0,0.316
1,36,36,1.0937
1,0,0,0.24
1,0,0,0.5146
1,45,0,0.3356
1,49,49,0.7116
1,29,0,0.6645
1,0,52,1.9281
1,4,4,0.8856
1,0,0,0.391
1,0,0,0.7572
1,20,20,0.9257
1,49,0,0.6077
1,13,13,0.7859
1,48,48,0.6135
1,33,33,0.591
1,0,0,0.3363
1,27,27,0.9805
1,0,0,0.4156
1,0,0,0.4199
1,0,0,0.3066
1,0,0,0.3762
1,0,0,0.3342
1,21,0,0.5189
1,0,0,0.4422
1,22,22,0.6995
1,14,14,0.8135
1,29,29,0.788
1,28,28,0.7865
1,51,51,0.7081
1,0,0,0.3245
1,57,0,0.5362
1,0,0,0.4602
1,0,0,0.3644
1,0,0,0.4337
1,40,40,0.4778
1,0,0,0.4843
1,0,0,0.2845
1,38,38,0.7523
1,0,0,0.3205
1,0,0,0.2987
1,58,0,0.3899
1,2,2,0.6524
1,10,0,0.4083
1,23,0,0.3429
1,45,0,0.3226
1,0,0,0.2465
1,0,0,0.2983
1,60,0,0.3519
1,48,48,0.6282
1,0,0,0.2784
1,0,0,0.3423
1,15,15,0.5838
1,57,0,0.7511
1,34,34,0.6112
1,43,43,0.6126
1,0,36,0.86
1,0,0,0.5982
1,29,29,0.6549
1,31,31,0.5068
1,4,4,0.6105
1,45,45,0.5053
1,53,0,0.4301
1,6,6,0.5449
1,44,0,0.4968
1,6,6,0.7788
1,5,5,0.8429
1,0,0,0.4166
1,12,12,0.8956
1,0,0,0.43
1,0,12,0.6624
1,0,0,0.3906
1,0,0,0.4001
1,0,0,0.2548
1,20,0,0.4824
1,0,0,0.3504
1,10,0,0.3424
1,0,0,0.4262
1,33,33,0.6174
1,0,0,0.4024
1,0,0,0.3471
1,0,0,0.2702
1,0,0,0.3028
1,0,0,0.2367
1,59,59,1.0349
1,47,47,0.5585
1,47,47,0.5898
1,50,50,0.7999
1,20,20,0.6581
1,38,38,0.5966
1,0,0,0.3124
1,0,0,0.388
1,32,32,0.4996
1,0,0,0.3257
1,5,5,0.8395
1,0,0,0.4125
1,23,23,0.6753
1,0,0,0.4643
1,27,27,0.872
1,0,0,0.3421
1,0,0,0.2265
1,31,31,0.4929
1,0,0,0.2977
1,25,25,0.7777
1,8,0,0.4515
1,0,0,0.3215
1,0,0,0.3708
1,42,42,0.942
1,0,0,0.2724
1,50,50,0.7961
1,21,21,0.7317
1,23,23,0.5736
1,17,0,0.5934
1,29,0,0.374
1,45,45,1.0915
1,0,0,0.3582
1,0,26,0.9417
1,3,3,0.7678
1,33,30,0.8859
1,0,0,0.2802
1,55,55,0.926
1,18,0,1.0977
1,0,0,0.2681
1,33,33,0.8137
1,11,0,0.2657
1,53,53,0.8971
1,0,0,0.342
1,0,0,0.8776
1,0,0,0.2923
1,0,0,0.59
1,0,0,0.3001
1,0,0,0.2913
1,41,41,0.6816
1,60,0,0.2644
1,0,0,0.2723
1,0,0,0.3841
1,39,39,0.6263
1,0,0,0.342
1,0,0,0.53
1,0,0,0.368
1,0,0,0.2764
1,45,45,0.8225
1,0,0,0.5222
1,0,0,0.2626
1,61,45,0.7147
1,20,20,0.7443
1,0,0,0.3108
1,0,0,0.4468
1,31,31,0.4139
1,9,9,1.0756
1,5,0,0.3602
1,0,0,0.2369
1,27,27,1.1654
1,46,46,0.8361
1,0,0,0.3123
1,2,2,0.4826
1,61,0,0.324
1,0,0,0.4587
1,27,27,0.7361
1,0,0,0.2864
1,13,13,0.9319
1,42,42,0.672
1,0,0,0.3127
1,0,0,0.4148
1,0,0,0.2283
1,0,0,0.2362
1,0,0,0.274
1,0,0,0.2944
1,0,0,0.311
1,0,0,0.658
1,0,0,0.3625
1,52,0,0.4624
1,42,42,0.6316
1,11,0,0.7405
1,0,13,0.9519
1,0,0,0.3139
1,0,0,0.312
1,44,0,0.3122
1,0,0,0.3728
1,0,13,1.0621
1,8,0,0.3638
1,0,0,0.3861
1,0,0,0.3007
1,0,0,0.297
1,47,47,0.6986
1,0,0,0.306
1,0,0,0.2346
1,31,0,0.2041
1,42,42,0.7143
1,0,0,0.2663
1,50,50,0.6567
1,0,0,0.2002
1,54,0,0.2167
1,0,0,0.2478
1,3,3,0.5419
1,0,0,0.2941
1,11,11,0.8046
1,0,0,0.2377
1,11,11,1.264
1,12,0,0.2547
1,0,0,0.3112
1,0,0,0.2833
1,13,13,1.3402
1,23,23,0.6058
1,0,0,0.4102
1,0,0,0.4762
1,0,0,0.2905
1,0,0,0.28
1,0,0,0.5217
1,0,0,0.3186
1,25,25,0.6019
1,60,0,0.6997
1,0,0,0.3463
1,0,0,0.2021
1,23,23,0.5123
1,0,0,0.2222
1,0,0,0.2528
1,0,13,0.6022
1,33,33,0.4768
1,0,0,0.2324
1,10,10,0.9329
1,17,17,0.665
1,0,0,0.2368
1,0,0,0.2603
1,0,0,0.2292
1,43,43,1.0511
1,0,0,0.2583
1,0,0,0.2503
1,0,0,0.2071
1,0,0,0.3104
1,0,0,0.2743
1,2,2,0.5106
1,15,15,0.7385
1,21,0,0.4443
1,0,0,0.2169
1,0,0,0.195
1,0,0,0.1744
1,17,17,0.5288
1,0,0,0.1725
1,0,0,0.2108
1,42,42,0.582
1,0,0,0.1883
1,0,0,0.2364
1,0,0,0.186
1,30,30,0.4598
1,15,15,0.7923
1,16,0,0.2682
1,9,0,0.2107
1,7,7,0.6221
1,39,39,0.4809
1,0,0,0.3327
1,0,0,0.24
1,0,0,0.3459
1,0,0,0.2484
1,0,0,0.304
1,17,17,0.6034
1,0,0,0.3685
1,0,0,0.298
1,4,0,0.4822
1,0,0,0.2961
1,0,0,0.2424
1,0,0,0.3241
1,0,0,0.2731
1,31,31,0.5364
1,50,50,0.9037
1,0,0,0.3137
1,35,35,1.0327
1,0,0,0.2482
1,0,0,0.3014
1,36,0,0.2598
1,0,0,0.3203
1,0,0,0.3825
1,0,0,0.2463
1,4,4,0.9773
1,27,38,1.1813
1,56,56,0.7181
1,42,42,0.6943
1,0,0,0.2365
1,42,42,0.5393
1,0,0,1.0123
1,0,0,0.6245
1,0,0,0.3085
1,0,0,0.5421
1,0,0,0.6381
1,33,33,0.7862
1,17,17,0.8149
1,46,46,0.6882
1,40,40,0.6245
1,0,0,0.2838
1,26,26,0.6463
1,43,0,0.7096
1,0,0,0.2944
1,18,18,0.8808
1,0,0,0.3167
1,37,37,0.8026
1,0,0,0.3659
1,0,0,0.3429
1,24,24,0.7756
1,8,8,0.8161
1,0,0,0.2586
1,0,0,0.2342
1,16,0,0.2887
1,0,0,0.3243
1,0,0,0.2646
1,12,16,0.7638
1,58,58,1.4315
1,43,0,0.5295
1,0,0,0.3169
1,13,13,0.8749
1,22,22,0.6703
1,0,0,0.3107
1,23,3,1.097
1,52,52,1.8835
1,0,0,0.3964
1,0,0,0.3157
1,0,0,0.2843
1,25,25,0.564
1,55,0,0.3317
1,0,0,0.3947
1,9,9,1.136
1,49,49,0.6484
1,0,0,0.316
1,0,0,0.3141
1,46,0,0.2941
1,13,0,1.4183
1,7,7,1.62
1,0,0,0.3084
1,40,40,1.0243
1,7,7,0.5545
1,0,61,0.8285
1,0,44,0.6121
1,21,0,0.3373
1,0,0,0.3477
1,11,0,0.3834
1,15,15,0.8836
1,0,0,0.316
1,45,45,0.7297
1,0,0,0.2926
1,0,0,0.2703
1,0,0,0.3066
1,48,48,0.758
1,0,0,0.2978
1,0,0,0.374
1,0,0,0.2244
1,55,55,0.8375
1,11,11,0.7705
1,29,29,0.6657
1,0,0,0.2502
1,40,40,0.608
1,61,0,0.2464
1,0,0,0.2664
1,19,19,0.5865
1,0,0,0.2024
1,0,0,0.3277
1,0,0,0.2602
1,0,0,0.2077
1,0,0,0.244
1,50,50,0.6806
1,0,0,0.3947
1,0,0,0.2659
1,0,0,0.2083
1,47,47,0.5311
1,34,34,0.648
1,0,0,0.4683
1,0,0,0.2363
1,0,0,0.2164
1,0,0,0.2045
1,0,0,0.2706
1,29,29,0.8931
1,42,42,0.8223
1,1,1,0.3818
1,0,0,0.2981
1,0,0,0.3125
1,6,6,0.682
1,33,0,0.2058
1,0,0,0.2823
1,61,0,0.2725
1,0,0,0.2844
1,2,2,0.554
1,0,0,0.4185
1,0,0,0.2895
1,11,11,1.1276
1,0,0,0.1888
1,0,11,0.6185
1,0,0,0.3343
1,20,20,0.5968
1,44,44,0.5878
1,0,0,0.2481
1,44,0,0.2565
1,0,0,0.2285
1,45,45,0.8439
1,17,17,0.6863
1,0,0,0.3925
1,25,25,0.5791
1,4,4,0.7465
1,23,23,0.5823
1,22,22,0.742
1,24,24,0.6462
1,0,0,0.2183
1,36,0,0.4382
1,0,13,0.7742
1,0,0,0.312
1,0,0,0.3141
1,0,0,0.1918
1,33,33,0.5688
1,50,50,0.7365
1,0,0,0.2464
1,45,45,0.7359
1,0,0,0.3681
1,6,6,0.7451
1,48,48,0.6723
1,16,16,0.8679
1,19,19,0.5704
1,61,0,0.2802
1,51,0,0.4305
1,38,38,0.5239
1,0,0,0.239
1,0,44,1.0689
1,15,15,0.5264
1,0,0,0.2328
1,5,5,0.654
1,22,0,0.2859
1,0,0,0.6671
1,49,49,0.7426
1,0,0,0.2439
1,0,42,0.7982
1,25,25,0.953
1,24,24,0.8114
1,0,0,0.3965
1,17,17,0.675
1,2,2,0.6376
1,0,0,0.4004
1,17,17,0.6937
1,23,0,0.6738
1,26,0,0.5253
1,0,0,0.3697
1,0,0,0.3242
1,17,17,1.1137
1,38,0,0.3589
1,34,34,0.602
1,0,0,0.2787
1,54,0,0.3158
1,0,0,0.2826
1,0,0,0.3546
1,0,0,0.361
1,37,37,1.1837
1,0,0,0.3786
1,0,0,0.3302
1,0,0,0.3307
1,29,29,0.8703
1,21,21,0.6085
1,19,19,0.5077
